id,sku,supplier,warehouse,supply_order_id,quantity,received_date,broken_quantity,broken_date,broken_stage
1366,CAB-200,Supplier C,IL,1366,95,2025-01-06,5,2025-02-24,assembly
1367,ECU-200,Supplier C,TX,1367,88,2025-01-07,5,2025-01-18,field
1368,TIR-200,Supplier D,CA,1368,99,2025-01-26,4,2025-02-21,assembly
1369,PTO-200,Supplier D,TX,1369,96,2025-01-07,5,2025-02-20,assembly
1370,FUE-200,Supplier E,NY,1370,99,2025-01-03,5,2025-03-18,assembly
1371,ENG-300,Supplier A,TX,1371,109,2025-01-19,3,2025-05-08,field
1372,TRN-300,Supplier B,NY,1372,102,2024-12-31,5,2025-03-19,receiving
1373,HYD-300,Supplier C,IL,1373,112,2025-01-08,4,2025-01-23,assembly
1374,FAX-300,Supplier D,NY,1374,111,2025-01-08,1,2025-02-03,field
1375,RAX-300,Supplier B,FL,1375,115,2025-01-02,4,2025-04-01,assembly
1376,CAB-300,Supplier E,TX,1376,112,2025-01-12,4,2025-01-29,receiving
1377,ECU-300,Supplier C,IL,1377,125,2025-01-15,6,2025-03-17,receiving
1378,TIR-300,Supplier D,NY,1378,105,2024-12-26,5,2025-03-22,receiving
1379,PTO-300,Supplier D,TX,1379,110,2024-12-24,5,2025-03-27,assembly
1380,FUE-300,Supplier E,CA,1380,123,2025-01-15,4,2025-03-07,field
1381,ENG-400,Supplier D,TX,1381,128,2024-12-18,2,2024-12-26,assembly
1382,TRN-400,Supplier C,NY,1382,157,2024-12-29,11,2025-03-15,assembly
1383,HYD-400,Supplier E,CA,1383,139,2025-01-06,9,2025-05-06,receiving
1384,FAX-400,Supplier D,NY,1384,143,2025-01-30,6,2025-04-16,assembly
1385,RAX-400,Supplier D,NY,1385,144,2024-12-25,10,2025-03-12,assembly
1386,CAB-400,Supplier C,NY,1386,146,2024-12-19,8,2025-01-08,field
1387,ECU-400,Supplier A,FL,1387,136,2024-12-22,7,2025-02-23,assembly
1388,TIR-400,Supplier D,CA,1388,161,2025-01-24,6,2025-02-11,receiving
1389,PTO-400,Supplier D,FL,1389,142,2024-12-30,11,2025-02-26,assembly
1390,FUE-400,Supplier E,NY,1390,149,2025-01-01,6,2025-01-27,assembly
1391,ENG-500,Supplier B,IL,1391,110,2025-01-04,7,2025-02-03,assembly
1392,TRN-500,Supplier C,FL,1392,124,2025-01-04,0,,
1393,HYD-500,Supplier C,NY,1393,117,2025-01-15,5,2025-03-23,assembly
1394,FAX-500,Supplier D,FL,1394,102,2024-12-30,5,2025-03-13,field
1395,RAX-500,Supplier B,NY,1395,121,2024-12-24,5,2024-12-26,receiving
1396,CAB-500,Supplier C,NY,1396,116,2024-12-31,4,2025-03-03,assembly
1397,ECU-500,Supplier A,TX,1397,108,2024-12-30,3,2025-02-10,receiving
1398,TIR-500,Supplier B,TX,1398,111,2024-12-25,5,2024-12-28,assembly
1399,PTO-500,Supplier D,IL,1399,125,2025-01-29,9,2025-02-01,assembly
1400,FUE-500,Supplier E,CA,1400,106,2025-01-11,3,2025-02-26,assembly
1401,ENG-100,Supplier A,TX,1401,119,2025-02-04,5,2025-04-27,receiving
1402,TRN-100,Supplier B,IL,1402,114,2025-01-25,8,2025-04-29,receiving
1403,HYD-100,Supplier C,TX,1403,113,2025-02-08,1,2025-03-15,field
1404,FAX-100,Supplier D,CA,1404,119,2025-02-13,6,2025-03-02,assembly
1405,RAX-100,Supplier B,FL,1405,132,2025-02-11,9,2025-02-21,assembly
1406,CAB-100,Supplier E,NY,1406,114,2025-02-06,5,2025-02-28,assembly
1407,ECU-100,Supplier E,TX,1407,126,2025-01-26,7,2025-02-18,assembly
1408,TIR-100,Supplier D,NY,1408,111,2025-02-04,3,2025-02-07,field
1409,PTO-100,Supplier D,NY,1409,127,2025-02-13,7,2025-05-10,receiving
1410,FUE-100,Supplier E,TX,1410,125,2025-01-27,6,2025-03-05,field
1411,ENG-200,Supplier A,NY,1411,92,2025-02-23,3,2025-05-14,assembly
1412,TRN-200,Supplier C,NY,1412,80,2025-01-29,8,2025-04-19,receiving
1413,HYD-200,Supplier C,TX,1413,87,2025-01-29,4,2025-03-12,receiving
1414,FAX-200,Supplier A,CA,1414,82,2025-01-21,3,2025-05-06,assembly
1415,RAX-200,Supplier B,FL,1415,86,2025-01-25,7,2025-02-07,field
1416,CAB-200,Supplier E,FL,1416,94,2025-02-09,2,2025-05-14,field
1417,ECU-200,Supplier E,FL,1417,89,2025-02-08,4,2025-03-17,assembly
1418,TIR-200,Supplier D,IL,1418,89,2025-02-03,3,2025-03-16,receiving
1419,PTO-200,Supplier D,TX,1419,83,2025-02-24,2,2025-05-29,assembly
1420,FUE-200,Supplier A,FL,1420,78,2025-02-05,2,2025-02-06,assembly
1421,ENG-300,Supplier A,TX,1421,102,2025-02-09,5,2025-02-21,field
1422,TRN-300,Supplier C,IL,1422,98,2025-02-23,5,2025-05-10,assembly
1423,HYD-300,Supplier C,IL,1423,94,2025-02-13,6,2025-06-10,field
1424,FAX-300,Supplier A,CA,1424,98,2025-02-19,5,2025-02-21,field
1425,RAX-300,Supplier D,CA,1425,93,2025-02-19,4,2025-06-19,assembly
1426,CAB-300,Supplier E,IL,1426,110,2025-02-13,7,2025-05-31,receiving
1427,ECU-300,Supplier A,CA,1427,108,2025-01-21,5,2025-03-11,assembly
1428,TIR-300,Supplier D,IL,1428,105,2025-02-15,6,2025-05-07,receiving
1429,PTO-300,Supplier C,CA,1429,112,2025-01-31,10,2025-03-29,field
1430,FUE-300,Supplier E,TX,1430,103,2025-01-31,4,2025-04-24,assembly
1431,ENG-400,Supplier A,CA,1431,127,2025-01-24,8,2025-04-03,assembly
1432,TRN-400,Supplier B,NY,1432,136,2025-01-31,16,2025-04-16,field
1433,HYD-400,Supplier E,NY,1433,124,2025-02-03,14,2025-02-05,assembly
1434,FAX-400,Supplier A,TX,1434,150,2025-02-16,4,2025-06-15,field
1435,RAX-400,Supplier D,CA,1435,130,2025-02-09,3,2025-03-27,assembly
1436,CAB-400,Supplier C,NY,1436,136,2025-02-15,8,2025-05-31,receiving
1437,ECU-400,Supplier C,CA,1437,142,2025-01-25,5,2025-03-04,field
1438,TIR-400,Supplier B,FL,1438,137,2025-02-04,8,2025-02-21,assembly
1439,PTO-400,Supplier D,CA,1439,126,2025-02-10,6,2025-02-27,receiving
1440,FUE-400,Supplier A,NY,1440,138,2025-01-19,4,2025-03-25,field
1441,ENG-500,Supplier D,IL,1441,80,2025-02-05,5,2025-02-09,assembly
1442,TRN-500,Supplier B,FL,1442,91,2025-02-07,7,2025-03-16,field
1443,HYD-500,Supplier E,FL,1443,89,2025-02-11,11,2025-03-01,assembly
1444,FAX-500,Supplier D,NY,1444,87,2025-02-23,6,2025-03-02,field
1445,RAX-500,Supplier B,CA,1445,80,2025-01-18,5,2025-02-24,field
1446,CAB-500,Supplier E,IL,1446,91,2025-02-01,6,2025-04-19,assembly
1447,ECU-500,Supplier A,IL,1447,92,2025-02-11,4,2025-06-03,field
1448,TIR-500,Supplier B,TX,1448,90,2025-02-01,6,2025-03-19,field
1449,PTO-500,Supplier C,FL,1449,97,2025-02-03,3,2025-05-16,field
1450,FUE-500,Supplier E,IL,1450,85,2025-01-26,6,2025-02-06,field
1451,ENG-100,Supplier A,TX,1451,167,2025-03-05,8,2025-05-27,receiving
1452,TRN-100,Supplier B,NY,1452,147,2025-03-10,11,2025-04-21,assembly
1453,HYD-100,Supplier E,TX,1453,148,2025-03-15,15,2025-03-18,receiving
1454,FAX-100,Supplier A,IL,1454,165,2025-03-17,6,2025-03-30,receiving
1455,RAX-100,Supplier D,CA,1455,152,2025-02-27,9,2025-03-15,field
1456,CAB-100,Supplier C,NY,1456,164,2025-03-05,9,2025-04-10,receiving
1457,ECU-100,Supplier A,CA,1457,151,2025-03-13,5,2025-03-14,field
1458,TIR-100,Supplier B,CA,1458,164,2025-02-18,9,2025-05-28,assembly
1459,PTO-100,Supplier C,IL,1459,168,2025-03-02,12,2025-06-19,assembly
1460,FUE-100,Supplier E,FL,1460,167,2025-02-27,5,2025-04-20,field
1461,ENG-200,Supplier A,CA,1461,183,2025-03-12,14,2025-05-09,assembly
1462,TRN-200,Supplier B,TX,1462,205,2025-02-22,11,2025-04-22,assembly
1463,HYD-200,Supplier E,TX,1463,190,2025-03-12,26,2025-05-15,field
1464,FAX-200,Supplier A,NY,1464,191,2025-03-17,11,2025-06-02,receiving
1465,RAX-200,Supplier D,TX,1465,187,2025-02-23,4,2025-05-24,receiving
1466,CAB-200,Supplier C,IL,1466,186,2025-02-21,12,2025-04-20,field
1467,ECU-200,Supplier A,TX,1467,207,2025-03-14,9,2025-06-03,assembly
1468,TIR-200,Supplier B,TX,1468,168,2025-03-01,7,2025-04-01,assembly
1469,PTO-200,Supplier C,CA,1469,177,2025-02-25,7,2025-04-07,receiving
1470,FUE-200,Supplier E,FL,1470,196,2025-02-20,12,2025-06-15,field
1471,ENG-300,Supplier A,TX,1471,216,2025-03-01,12,2025-04-24,assembly
1472,TRN-300,Supplier B,FL,1472,212,2025-02-28,15,2025-06-12,receiving
1473,HYD-300,Supplier C,TX,1473,204,2025-02-23,10,2025-04-06,assembly
1474,FAX-300,Supplier A,NY,1474,210,2025-02-24,7,2025-04-25,field
1475,RAX-300,Supplier D,IL,1475,189,2025-03-02,10,2025-04-29,assembly
1476,CAB-300,Supplier C,IL,1476,215,2025-03-15,9,2025-05-09,receiving
1477,ECU-300,Supplier A,CA,1477,209,2025-03-10,16,2025-05-05,assembly
1478,TIR-300,Supplier B,TX,1478,227,2025-02-18,13,2025-06-13,receiving
1479,PTO-300,Supplier C,NY,1479,193,2025-03-09,15,2025-03-22,receiving
1480,FUE-300,Supplier A,IL,1480,209,2025-03-08,9,2025-03-15,assembly
1481,ENG-400,Supplier B,FL,1481,204,2025-02-26,10,2025-03-30,assembly
1482,TRN-400,Supplier E,TX,1482,162,2025-03-04,15,2025-06-01,receiving
1483,HYD-400,Supplier A,FL,1483,176,2025-02-21,12,2025-03-22,assembly
1484,FAX-400,Supplier A,NY,1484,174,2025-03-09,10,2025-06-05,field
1485,RAX-400,Supplier D,CA,1485,195,2025-03-09,8,2025-03-16,receiving
1486,CAB-400,Supplier C,IL,1486,183,2025-03-05,12,2025-06-25,receiving
1487,ECU-400,Supplier A,FL,1487,178,2025-02-28,15,2025-06-16,field
1488,TIR-400,Supplier D,IL,1488,176,2025-03-01,8,2025-03-11,field
1489,PTO-400,Supplier C,CA,1489,181,2025-03-04,14,2025-03-16,assembly
1490,FUE-400,Supplier E,TX,1490,175,2025-02-18,13,2025-06-14,receiving
1491,ENG-500,Supplier A,NY,1491,159,2025-03-09,8,2025-03-16,assembly
1492,TRN-500,Supplier C,CA,1492,151,2025-03-04,1,2025-04-29,assembly
1493,HYD-500,Supplier C,CA,1493,162,2025-03-07,4,2025-04-05,assembly
1494,FAX-500,Supplier D,TX,1494,156,2025-03-04,4,2025-06-11,field
1495,RAX-500,Supplier B,CA,1495,142,2025-02-25,9,2025-04-23,assembly
1496,CAB-500,Supplier C,IL,1496,158,2025-02-15,10,2025-06-01,receiving
1497,ECU-500,Supplier A,CA,1497,150,2025-03-06,9,2025-04-04,assembly
1498,TIR-500,Supplier B,NY,1498,134,2025-02-20,0,,
1499,PTO-500,Supplier C,IL,1499,166,2025-03-02,9,2025-06-19,field
1500,FUE-500,Supplier E,TX,1500,145,2025-02-22,9,2025-04-28,assembly
1501,ENG-100,Supplier B,IL,1501,216,2025-04-03,15,2025-05-09,assembly
1502,TRN-100,Supplier B,FL,1502,250,2025-03-26,10,2025-06-19,receiving
1503,HYD-100,Supplier E,NY,1503,209,2025-03-26,22,2025-07-22,assembly
1504,FAX-100,Supplier D,CA,1504,192,2025-04-02,9,2025-04-04,field
1505,RAX-100,Supplier B,CA,1505,240,2025-04-02,15,2025-05-13,field
1506,CAB-100,Supplier E,IL,1506,234,2025-04-10,15,2025-05-03,field
1507,ECU-100,Supplier E,FL,1507,202,2025-04-11,10,2025-06-04,assembly
1508,TIR-100,Supplier B,CA,1508,213,2025-03-31,17,2025-07-28,receiving
1509,PTO-100,Supplier D,TX,1509,220,2025-04-02,8,2025-04-06,receiving
1510,FUE-100,Supplier A,TX,1510,230,2025-04-09,9,2025-07-28,assembly
1511,ENG-200,Supplier D,IL,1511,190,2025-03-28,8,2025-04-28,assembly
1512,TRN-200,Supplier E,TX,1512,218,2025-04-21,8,2025-07-17,assembly
1513,HYD-200,Supplier E,NY,1513,187,2025-03-29,23,2025-05-27,receiving
1514,FAX-200,Supplier D,CA,1514,220,2025-04-13,10,2025-05-09,assembly
1515,RAX-200,Supplier D,CA,1515,193,2025-04-04,13,2025-07-19,field
1516,CAB-200,Supplier E,IL,1516,227,2025-03-31,15,2025-05-31,receiving
1517,ECU-200,Supplier A,CA,1517,195,2025-03-28,5,2025-04-17,field
1518,TIR-200,Supplier D,CA,1518,183,2025-04-16,7,2025-08-03,assembly
1519,PTO-200,Supplier C,FL,1519,202,2025-04-03,10,2025-04-07,assembly
1520,FUE-200,Supplier B,NY,1520,212,2025-03-28,6,2025-07-06,field
1521,ENG-300,Supplier A,FL,1521,200,2025-04-18,13,2025-05-05,assembly
1522,TRN-300,Supplier B,IL,1522,178,2025-04-06,9,2025-06-17,assembly
1523,HYD-300,Supplier C,IL,1523,209,2025-03-29,14,2025-04-23,assembly
1524,FAX-300,Supplier D,CA,1524,217,2025-03-27,15,2025-05-07,field
1525,RAX-300,Supplier B,TX,1525,183,2025-04-05,17,2025-07-05,assembly
1526,CAB-300,Supplier E,FL,1526,202,2025-03-24,10,2025-04-02,receiving
1527,ECU-300,Supplier A,FL,1527,192,2025-03-30,10,2025-05-22,field
1528,TIR-300,Supplier D,CA,1528,195,2025-03-24,15,2025-05-09,receiving
1529,PTO-300,Supplier C,TX,1529,209,2025-04-10,7,2025-05-09,receiving
1530,FUE-300,Supplier E,CA,1530,203,2025-04-25,13,2025-08-08,assembly
1531,ENG-400,Supplier A,FL,1531,193,2025-04-02,7,2025-06-24,receiving
1532,TRN-400,Supplier C,NY,1532,189,2025-04-21,16,2025-06-06,assembly
1533,HYD-400,Supplier C,CA,1533,169,2025-04-11,10,2025-06-27,field
1534,FAX-400,Supplier D,TX,1534,176,2025-03-27,12,2025-04-01,assembly
1535,RAX-400,Supplier B,CA,1535,168,2025-03-30,6,2025-06-29,receiving
1536,CAB-400,Supplier C,NY,1536,203,2025-04-14,12,2025-06-01,field
1537,ECU-400,Supplier A,TX,1537,190,2025-04-02,10,2025-04-09,receiving
1538,TIR-400,Supplier B,IL,1538,175,2025-03-28,12,2025-06-01,receiving
1539,PTO-400,Supplier C,FL,1539,193,2025-04-09,11,2025-05-26,assembly
1540,FUE-400,Supplier E,TX,1540,196,2025-04-23,11,2025-05-21,receiving
1541,ENG-500,Supplier A,NY,1541,176,2025-04-13,13,2025-08-06,assembly
1542,TRN-500,Supplier E,FL,1542,139,2025-03-26,9,2025-03-30,field
1543,HYD-500,Supplier A,FL,1543,165,2025-04-06,8,2025-04-09,field
1544,FAX-500,Supplier D,CA,1544,155,2025-04-03,10,2025-06-06,receiving
1545,RAX-500,Supplier D,NY,1545,165,2025-04-04,8,2025-06-01,assembly
1546,CAB-500,Supplier C,TX,1546,149,2025-04-02,8,2025-04-08,receiving
1547,ECU-500,Supplier A,IL,1547,158,2025-04-15,5,2025-07-15,assembly
1548,TIR-500,Supplier B,FL,1548,151,2025-03-31,7,2025-06-28,receiving
1549,PTO-500,Supplier D,CA,1549,164,2025-03-30,2,2025-05-18,field
1550,FUE-500,Supplier E,FL,1550,156,2025-03-19,5,2025-04-30,field
1551,ENG-100,Supplier A,FL,1551,121,2025-04-26,6,2025-08-20,receiving
1552,TRN-100,Supplier E,CA,1552,137,2025-04-25,11,2025-08-12,assembly
1553,HYD-100,Supplier E,IL,1553,129,2025-04-19,18,2025-07-12,receiving
1554,FAX-100,Supplier A,CA,1554,134,2025-04-26,5,2025-05-03,receiving
1555,RAX-100,Supplier B,FL,1555,123,2025-05-02,7,2025-08-03,receiving
1556,CAB-100,Supplier E,TX,1556,116,2025-05-13,4,2025-09-09,assembly
1557,ECU-100,Supplier C,NY,1557,136,2025-04-20,8,2025-06-16,field
1558,TIR-100,Supplier D,TX,1558,132,2025-05-04,3,2025-08-29,field
1559,PTO-100,Supplier D,IL,1559,120,2025-05-09,4,2025-05-16,receiving
1560,FUE-100,Supplier A,CA,1560,127,2025-05-20,6,2025-06-25,field
1561,ENG-200,Supplier B,IL,1561,142,2025-04-26,5,2025-05-14,assembly
1562,TRN-200,Supplier E,TX,1562,149,2025-04-20,10,2025-06-10,assembly
1563,HYD-200,Supplier E,FL,1563,141,2025-04-18,19,2025-05-25,receiving
1564,FAX-200,Supplier A,NY,1564,144,2025-05-20,1,2025-07-11,receiving
1565,RAX-200,Supplier D,IL,1565,153,2025-04-28,12,2025-05-19,assembly
1566,CAB-200,Supplier C,TX,1566,158,2025-05-19,3,2025-07-06,receiving
1567,ECU-200,Supplier A,IL,1567,146,2025-05-20,8,2025-07-28,receiving
1568,TIR-200,Supplier D,IL,1568,132,2025-05-05,9,2025-05-28,assembly
1569,PTO-200,Supplier C,TX,1569,146,2025-05-05,9,2025-06-05,field
1570,FUE-200,Supplier E,NY,1570,147,2025-05-12,8,2025-07-16,assembly
1571,ENG-300,Supplier D,IL,1571,127,2025-05-14,7,2025-07-19,field
1572,TRN-300,Supplier C,FL,1572,136,2025-05-14,10,2025-08-05,assembly
1573,HYD-300,Supplier C,CA,1573,131,2025-04-25,3,2025-06-09,assembly
1574,FAX-300,Supplier A,NY,1574,137,2025-05-18,7,2025-07-04,assembly
1575,RAX-300,Supplier B,FL,1575,141,2025-05-02,9,2025-07-09,receiving
1576,CAB-300,Supplier C,TX,1576,149,2025-05-19,9,2025-05-23,field
1577,ECU-300,Supplier C,NY,1577,147,2025-05-25,7,2025-05-27,receiving
1578,TIR-300,Supplier B,NY,1578,138,2025-04-26,1,2025-05-15,field
1579,PTO-300,Supplier D,TX,1579,141,2025-05-08,9,2025-08-04,assembly
1580,FUE-300,Supplier E,NY,1580,131,2025-05-18,11,2025-08-26,receiving
1581,ENG-400,Supplier D,CA,1581,180,2025-05-11,11,2025-07-16,receiving
1582,TRN-400,Supplier B,TX,1582,199,2025-04-18,25,2025-07-20,field
1583,HYD-400,Supplier C,IL,1583,196,2025-04-22,15,2025-08-09,field
1584,FAX-400,Supplier D,NY,1584,192,2025-05-15,4,2025-08-31,field
1585,RAX-400,Supplier B,IL,1585,179,2025-05-02,11,2025-07-21,field
1586,CAB-400,Supplier E,CA,1586,192,2025-05-12,14,2025-08-02,assembly
1587,ECU-400,Supplier A,IL,1587,196,2025-05-11,9,2025-06-11,assembly
1588,TIR-400,Supplier D,IL,1588,175,2025-04-29,15,2025-06-09,field
1589,PTO-400,Supplier C,FL,1589,189,2025-04-25,8,2025-07-01,receiving
1590,FUE-400,Supplier E,CA,1590,191,2025-05-01,11,2025-06-29,assembly
1591,ENG-500,Supplier D,FL,1591,191,2025-04-28,6,2025-05-09,assembly
1592,TRN-500,Supplier B,FL,1592,196,2025-04-29,6,2025-06-30,assembly
1593,HYD-500,Supplier C,FL,1593,190,2025-05-15,10,2025-07-26,receiving
1594,FAX-500,Supplier D,NY,1594,187,2025-05-05,10,2025-06-18,assembly
1595,RAX-500,Supplier D,NY,1595,190,2025-05-07,2,2025-07-16,assembly
1596,CAB-500,Supplier E,NY,1596,203,2025-05-11,14,2025-08-15,assembly
1597,ECU-500,Supplier C,FL,1597,182,2025-04-18,7,2025-05-22,receiving
1598,TIR-500,Supplier D,FL,1598,194,2025-05-20,9,2025-08-28,receiving
1599,PTO-500,Supplier D,TX,1599,202,2025-05-12,16,2025-05-12,assembly
1600,FUE-500,Supplier E,TX,1600,215,2025-05-07,13,2025-05-17,assembly
1601,ENG-100,Supplier A,FL,1601,113,2025-05-24,8,2025-07-10,field
1602,TRN-100,Supplier B,IL,1602,107,2025-05-20,3,2025-08-15,receiving
1603,HYD-100,Supplier C,TX,1603,111,2025-05-24,4,2025-08-05,field
1604,FAX-100,Supplier D,CA,1604,106,2025-05-24,5,2025-06-06,receiving
1605,RAX-100,Supplier B,FL,1605,114,2025-06-06,3,2025-08-16,field
1606,CAB-100,Supplier C,TX,1606,115,2025-06-17,8,2025-10-09,receiving
1607,ECU-100,Supplier C,CA,1607,106,2025-06-07,5,2025-09-30,receiving
1608,TIR-100,Supplier B,TX,1608,122,2025-06-12,11,2025-06-13,receiving
1609,PTO-100,Supplier D,NY,1609,106,2025-06-19,6,2025-06-28,assembly
1610,FUE-100,Supplier B,IL,1610,110,2025-06-02,3,2025-08-15,assembly
1611,ENG-200,Supplier A,FL,1611,103,2025-06-09,8,2025-09-27,assembly
1612,TRN-200,Supplier B,IL,1612,98,2025-05-23,6,2025-08-31,field
1613,HYD-200,Supplier E,FL,1613,101,2025-05-24,13,2025-08-05,receiving
1614,FAX-200,Supplier A,FL,1614,99,2025-06-18,3,2025-07-18,receiving
1615,RAX-200,Supplier D,FL,1615,103,2025-06-03,4,2025-06-13,assembly
1616,CAB-200,Supplier C,TX,1616,96,2025-06-09,4,2025-06-29,field
1617,ECU-200,Supplier A,CA,1617,94,2025-06-04,5,2025-08-14,field
1618,TIR-200,Supplier B,FL,1618,96,2025-05-29,6,2025-07-05,receiving
1619,PTO-200,Supplier C,IL,1619,93,2025-06-07,5,2025-06-19,receiving
1620,FUE-200,Supplier E,TX,1620,96,2025-06-23,4,2025-10-16,receiving
1621,ENG-300,Supplier B,IL,1621,106,2025-05-31,5,2025-06-29,receiving
1622,TRN-300,Supplier B,IL,1622,108,2025-05-30,8,2025-06-09,field
1623,HYD-300,Supplier C,CA,1623,112,2025-05-23,8,2025-08-01,assembly
1624,FAX-300,Supplier D,TX,1624,103,2025-06-15,4,2025-07-20,assembly
1625,RAX-300,Supplier D,TX,1625,106,2025-05-24,5,2025-05-24,assembly
1626,CAB-300,Supplier E,TX,1626,110,2025-05-25,6,2025-06-27,assembly
1627,ECU-300,Supplier C,TX,1627,105,2025-06-06,6,2025-07-02,assembly
1628,TIR-300,Supplier D,IL,1628,103,2025-05-26,2,2025-08-18,field
1629,PTO-300,Supplier C,NY,1629,104,2025-05-27,10,2025-07-15,assembly
1630,FUE-300,Supplier E,FL,1630,103,2025-06-04,6,2025-07-08,assembly
1631,ENG-400,Supplier B,CA,1631,155,2025-05-22,7,2025-07-14,assembly
1632,TRN-400,Supplier B,IL,1632,139,2025-05-29,11,2025-06-19,assembly
1633,HYD-400,Supplier E,FL,1633,131,2025-06-15,17,2025-07-28,assembly
1634,FAX-400,Supplier D,TX,1634,146,2025-06-20,11,2025-07-22,receiving
1635,RAX-400,Supplier D,IL,1635,153,2025-06-06,12,2025-09-20,receiving
1636,CAB-400,Supplier C,CA,1636,146,2025-06-07,8,2025-09-05,field
1637,ECU-400,Supplier C,NY,1637,150,2025-05-28,6,2025-06-08,field
1638,TIR-400,Supplier B,IL,1638,153,2025-05-31,8,2025-07-31,receiving
1639,PTO-400,Supplier D,CA,1639,165,2025-05-20,7,2025-08-25,field
1640,FUE-400,Supplier E,NY,1640,156,2025-05-28,10,2025-09-14,assembly
1641,ENG-500,Supplier A,FL,1641,129,2025-06-04,9,2025-07-14,receiving
1642,TRN-500,Supplier E,NY,1642,149,2025-05-25,8,2025-07-20,assembly
1643,HYD-500,Supplier E,IL,1643,149,2025-06-16,15,2025-07-04,receiving
1644,FAX-500,Supplier A,IL,1644,149,2025-05-30,6,2025-08-12,receiving
1645,RAX-500,Supplier B,IL,1645,158,2025-06-08,12,2025-06-20,assembly
1646,CAB-500,Supplier E,NY,1646,162,2025-06-25,5,2025-08-04,assembly
1647,ECU-500,Supplier C,TX,1647,146,2025-06-10,13,2025-09-17,field
1648,TIR-500,Supplier B,IL,1648,159,2025-06-05,7,2025-08-15,receiving
1649,PTO-500,Supplier D,NY,1649,141,2025-05-23,4,2025-08-28,field
1650,FUE-500,Supplier A,TX,1650,149,2025-06-04,10,2025-07-08,field
1651,ENG-100,Supplier B,FL,1651,145,2025-07-02,8,2025-10-01,assembly
1652,TRN-100,Supplier B,CA,1652,131,2025-06-24,9,2025-10-21,assembly
1653,HYD-100,Supplier C,FL,1653,140,2025-07-12,6,2025-07-15,assembly
1654,FAX-100,Supplier A,IL,1654,139,2025-06-29,8,2025-07-04,receiving
1655,RAX-100,Supplier D,TX,1655,141,2025-06-19,7,2025-09-19,assembly
1656,CAB-100,Supplier E,NY,1656,131,2025-06-26,10,2025-09-13,field
1657,ECU-100,Supplier C,CA,1657,147,2025-07-07,6,2025-10-28,field
1658,TIR-100,Supplier B,CA,1658,137,2025-06-19,8,2025-08-24,assembly
1659,PTO-100,Supplier D,NY,1659,128,2025-07-06,1,2025-10-24,receiving
1660,FUE-100,Supplier A,NY,1660,148,2025-07-10,7,2025-09-05,receiving
1661,ENG-200,Supplier A,CA,1661,133,2025-06-21,5,2025-08-31,receiving
1662,TRN-200,Supplier E,NY,1662,122,2025-07-04,6,2025-07-04,assembly
1663,HYD-200,Supplier A,TX,1663,121,2025-06-30,1,2025-10-12,assembly
1664,FAX-200,Supplier D,TX,1664,125,2025-06-21,3,2025-07-27,assembly
1665,RAX-200,Supplier D,IL,1665,129,2025-07-08,4,2025-10-18,field
1666,CAB-200,Supplier E,CA,1666,134,2025-06-25,5,2025-09-02,receiving
1667,ECU-200,Supplier E,NY,1667,121,2025-06-19,2,2025-09-23,assembly
1668,TIR-200,Supplier B,CA,1668,139,2025-06-19,3,2025-06-25,assembly
1669,PTO-200,Supplier D,TX,1669,132,2025-06-25,7,2025-09-29,receiving
1670,FUE-200,Supplier E,IL,1670,117,2025-06-30,7,2025-07-29,assembly
1671,ENG-300,Supplier B,TX,1671,123,2025-06-30,7,2025-07-28,receiving
1672,TRN-300,Supplier C,FL,1672,110,2025-07-08,3,2025-08-01,assembly
1673,HYD-300,Supplier C,CA,1673,129,2025-07-16,10,2025-10-14,receiving
1674,FAX-300,Supplier A,CA,1674,123,2025-07-09,6,2025-07-15,assembly
1675,RAX-300,Supplier B,TX,1675,127,2025-07-03,10,2025-07-03,assembly
1676,CAB-300,Supplier C,IL,1676,117,2025-07-12,8,2025-09-21,receiving
1677,ECU-300,Supplier A,NY,1677,137,2025-07-10,9,2025-07-26,assembly
1678,TIR-300,Supplier B,IL,1678,129,2025-07-01,11,2025-10-12,field
1679,PTO-300,Supplier C,IL,1679,118,2025-07-12,3,2025-10-13,field
1680,FUE-300,Supplier B,NY,1680,124,2025-07-02,10,2025-09-11,assembly
1681,ENG-400,Supplier D,FL,1681,128,2025-07-10,8,2025-07-16,receiving
1682,TRN-400,Supplier C,NY,1682,118,2025-07-14,6,2025-08-11,field
1683,HYD-400,Supplier A,CA,1683,110,2025-07-04,6,2025-08-12,receiving
1684,FAX-400,Supplier D,IL,1684,112,2025-07-10,5,2025-09-18,field
1685,RAX-400,Supplier B,CA,1685,104,2025-06-25,7,2025-10-11,assembly
1686,CAB-400,Supplier E,CA,1686,104,2025-06-19,2,2025-09-10,field
1687,ECU-400,Supplier C,TX,1687,117,2025-07-04,9,2025-09-08,receiving
1688,TIR-400,Supplier D,IL,1688,120,2025-06-26,10,2025-10-01,assembly
1689,PTO-400,Supplier D,NY,1689,125,2025-07-23,8,2025-08-29,assembly
1690,FUE-400,Supplier E,NY,1690,120,2025-06-25,8,2025-07-17,assembly
1691,ENG-500,Supplier A,FL,1691,105,2025-07-12,6,2025-07-19,receiving
1692,TRN-500,Supplier B,FL,1692,119,2025-06-29,5,2025-10-09,assembly
1693,HYD-500,Supplier C,TX,1693,109,2025-07-18,13,2025-07-27,receiving
