id,sku,supplier,warehouse,quantity,unit_price,date_ordered,promised_date,fulfilled_date,status
281,ENG-400,Supplier A,TX,129,42400,2023-01-11,2023-02-15,2023-02-24,fulfilled
282,TRN-400,Supplier B,IL,146,28355,2023-01-18,2023-02-17,2023-03-03,fulfilled
283,HYD-400,Supplier A,CA,145,9275,2023-01-25,2023-02-21,2023-03-14,fulfilled
284,FAX-400,Supplier A,CA,137,10600,2023-01-24,2023-02-21,2023-02-28,fulfilled
285,RAX-400,Supplier B,FL,141,14177.5,2023-01-22,2023-02-19,2023-03-07,fulfilled
286,CAB-400,Supplier E,NY,148,17993.5,2023-01-22,2023-02-19,2023-02-24,fulfilled
287,ECU-400,Supplier A,CA,135,3975,2023-02-05,2023-02-23,2023-03-16,fulfilled
288,TIR-400,Supplier B,IL,133,7088.75,2023-02-10,2023-02-24,2023-03-05,fulfilled
289,PTO-400,Supplier D,NY,127,5035,2023-01-24,2023-02-17,2023-03-14,fulfilled
290,FUE-400,Supplier A,NY,144,3180,2023-01-31,2023-02-19,2023-02-21,fulfilled
291,ENG-500,Supplier B,TX,148,82176,2023-01-13,2023-02-20,2023-03-09,fulfilled
292,TRN-500,Supplier E,IL,156,46560,2023-01-09,2023-02-14,2023-02-15,fulfilled
293,HYD-500,Supplier C,CA,158,16632,2023-01-24,2023-02-14,2023-02-22,fulfilled
294,FAX-500,Supplier A,IL,183,19200,2023-01-23,2023-02-20,2023-03-18,fulfilled
295,RAX-500,Supplier B,CA,175,25680,2023-01-25,2023-02-22,2023-03-01,fulfilled
296,CAB-500,Supplier C,NY,182,33264,2023-01-17,2023-02-17,2023-02-25,fulfilled
297,ECU-500,Supplier A,CA,174,7200,2023-02-03,2023-02-21,2023-03-21,fulfilled
298,TIR-500,Supplier B,FL,163,12840,2023-01-31,2023-02-14,2023-02-22,fulfilled
299,PTO-500,Supplier C,IL,173,9504,2023-01-24,2023-02-14,2023-03-07,fulfilled
300,FUE-500,Supplier E,CA,174,5587.2,2023-02-04,2023-02-20,2023-03-06,fulfilled
301,ENG-100,Supplier B,CA,190,4793.6,2023-02-11,2023-03-21,2023-03-25,fulfilled
302,TRN-100,Supplier B,IL,152,2996,2023-02-16,2023-03-18,2023-03-22,fulfilled
303,HYD-100,Supplier E,NY,196,950.6,2023-03-03,2023-03-27,2023-04-13,fulfilled
304,FAX-100,Supplier D,CA,176,1064,2023-03-01,2023-03-26,2023-04-21,fulfilled
305,RAX-100,Supplier D,CA,175,1330,2023-02-23,2023-03-20,2023-03-30,fulfilled
306,CAB-100,Supplier C,FL,174,1940.4,2023-02-21,2023-03-24,2023-04-13,fulfilled
307,ECU-100,Supplier A,NY,171,420,2023-03-03,2023-03-21,2023-04-15,fulfilled
308,TIR-100,Supplier D,TX,176,665,2023-03-07,2023-03-24,2023-04-04,fulfilled
309,PTO-100,Supplier C,CA,163,554.4,2023-02-25,2023-03-18,2023-04-08,fulfilled
310,FUE-100,Supplier E,CA,158,325.92,2023-03-06,2023-03-22,2023-03-24,fulfilled
311,ENG-200,Supplier A,IL,165,9280,2023-02-17,2023-03-24,2023-04-05,fulfilled
312,TRN-200,Supplier C,CA,151,5742,2023-02-19,2023-03-24,2023-04-09,fulfilled
313,HYD-200,Supplier C,IL,155,2009.7,2023-03-01,2023-03-22,2023-04-12,fulfilled
314,FAX-200,Supplier D,FL,158,2204,2023-02-25,2023-03-22,2023-04-20,fulfilled
315,RAX-200,Supplier B,CA,159,3103,2023-02-23,2023-03-23,2023-04-06,fulfilled
316,CAB-200,Supplier C,FL,152,4019.4,2023-02-17,2023-03-20,2023-03-22,fulfilled
317,ECU-200,Supplier A,IL,175,870,2023-02-28,2023-03-18,2023-03-28,fulfilled
318,TIR-200,Supplier D,FL,158,1377.5,2023-03-05,2023-03-22,2023-04-20,fulfilled
319,PTO-200,Supplier C,IL,175,1148.4,2023-03-05,2023-03-26,2023-03-27,fulfilled
320,FUE-200,Supplier A,TX,166,696,2023-02-27,2023-03-18,2023-03-30,fulfilled
321,ENG-300,Supplier A,NY,172,23200,2023-02-11,2023-03-18,2023-04-12,fulfilled
322,TRN-300,Supplier B,NY,156,15515,2023-02-23,2023-03-25,2023-04-10,fulfilled
323,HYD-300,Supplier C,NY,151,5024.25,2023-03-02,2023-03-23,2023-04-04,fulfilled
324,FAX-300,Supplier D,FL,176,5510,2023-02-23,2023-03-20,2023-03-26,fulfilled
325,RAX-300,Supplier D,FL,149,6887.5,2023-02-27,2023-03-24,2023-04-18,fulfilled
326,CAB-300,Supplier E,IL,152,9845.5,2023-02-24,2023-03-24,2023-04-15,fulfilled
327,ECU-300,Supplier E,FL,161,2109.75,2023-02-28,2023-03-24,2023-04-20,fulfilled
328,TIR-300,Supplier B,IL,154,3878.75,2023-03-06,2023-03-20,2023-03-29,fulfilled
329,PTO-300,Supplier C,NY,173,2871,2023-03-04,2023-03-25,2023-04-08,fulfilled
330,FUE-300,Supplier A,CA,169,1740,2023-03-04,2023-03-23,2023-03-31,fulfilled
331,ENG-400,Supplier A,NY,138,42400,2023-02-17,2023-03-24,2023-04-02,fulfilled
332,TRN-400,Supplier B,FL,147,28355,2023-02-16,2023-03-18,2023-03-29,fulfilled
333,HYD-400,Supplier C,NY,149,9182.25,2023-03-02,2023-03-23,2023-03-30,fulfilled
334,FAX-400,Supplier A,NY,145,10600,2023-02-24,2023-03-24,2023-04-21,fulfilled
335,RAX-400,Supplier D,CA,168,12587.5,2023-02-25,2023-03-22,2023-04-19,fulfilled
336,CAB-400,Supplier E,IL,153,17993.5,2023-02-23,2023-03-23,2023-04-13,fulfilled
337,ECU-400,Supplier C,IL,153,3935.25,2023-03-01,2023-03-22,2023-04-13,fulfilled
338,TIR-400,Supplier D,CA,146,6293.75,2023-03-03,2023-03-20,2023-04-11,fulfilled
339,PTO-400,Supplier C,FL,159,5247,2023-03-02,2023-03-23,2023-03-30,fulfilled
340,FUE-400,Supplier B,CA,153,3402.6,2023-02-28,2023-03-22,2023-04-04,fulfilled
341,ENG-500,Supplier B,FL,149,82176,2023-02-12,2023-03-22,2023-03-29,fulfilled
342,TRN-500,Supplier C,CA,163,47520,2023-02-15,2023-03-20,2023-03-29,fulfilled
343,HYD-500,Supplier E,IL,148,16296,2023-02-26,2023-03-22,2023-04-18,fulfilled
344,FAX-500,Supplier A,TX,165,19200,2023-02-27,2023-03-27,2023-03-29,fulfilled
345,RAX-500,Supplier D,FL,163,22800,2023-02-22,2023-03-19,2023-03-29,fulfilled
346,CAB-500,Supplier E,IL,173,32592,2023-02-24,2023-03-24,2023-04-03,fulfilled
347,ECU-500,Supplier C,TX,152,7128,2023-03-05,2023-03-26,2023-04-15,fulfilled
348,TIR-500,Supplier D,NY,161,11400,2023-03-05,2023-03-22,2023-04-15,fulfilled
349,PTO-500,Supplier C,TX,152,9504,2023-03-04,2023-03-25,2023-04-08,fulfilled
350,FUE-500,Supplier B,FL,163,6163.2,2023-03-01,2023-03-23,2023-04-02,fulfilled
351,ENG-100,Supplier B,IL,133,4793.6,2023-03-09,2023-04-16,2023-04-23,fulfilled
352,TRN-100,Supplier E,IL,148,2716,2023-03-13,2023-04-18,2023-04-29,fulfilled
353,HYD-100,Supplier A,NY,135,980,2023-03-25,2023-04-21,2023-04-24,fulfilled
354,FAX-100,Supplier D,IL,145,1064,2023-04-01,2023-04-26,2023-05-17,fulfilled
355,RAX-100,Supplier D,FL,143,1330,2023-03-23,2023-04-17,2023-04-25,fulfilled
356,CAB-100,Supplier E,NY,144,1901.2,2023-03-26,2023-04-23,2023-04-29,fulfilled
357,ECU-100,Supplier A,IL,142,420,2023-04-07,2023-04-25,2023-04-30,fulfilled
358,TIR-100,Supplier B,FL,142,749,2023-04-07,2023-04-21,2023-05-07,fulfilled
359,PTO-100,Supplier C,TX,140,554.4,2023-04-04,2023-04-25,2023-05-24,fulfilled
360,FUE-100,Supplier B,NY,151,359.52,2023-03-26,2023-04-17,2023-04-28,fulfilled
361,ENG-200,Supplier B,NY,118,9929.6,2023-03-09,2023-04-16,2023-04-24,fulfilled
362,TRN-200,Supplier C,NY,131,5742,2023-03-14,2023-04-16,2023-05-11,fulfilled
363,HYD-200,Supplier C,NY,113,2009.7,2023-04-03,2023-04-24,2023-05-23,fulfilled
364,FAX-200,Supplier A,FL,123,2320,2023-03-28,2023-04-25,2023-05-24,fulfilled
365,RAX-200,Supplier B,TX,125,3103,2023-03-23,2023-04-20,2023-04-21,fulfilled
366,CAB-200,Supplier C,FL,133,4019.4,2023-03-25,2023-04-25,2023-04-29,fulfilled
367,ECU-200,Supplier C,CA,114,861.3,2023-03-28,2023-04-18,2023-05-17,fulfilled
368,TIR-200,Supplier D,FL,117,1377.5,2023-04-01,2023-04-18,2023-05-17,fulfilled
369,PTO-200,Supplier D,NY,129,1102,2023-03-29,2023-04-22,2023-05-01,fulfilled
370,FUE-200,Supplier E,TX,129,675.12,2023-04-02,2023-04-18,2023-05-09,fulfilled
371,ENG-300,Supplier D,IL,154,22040,2023-03-13,2023-04-23,2023-05-04,fulfilled
372,TRN-300,Supplier E,TX,183,14065,2023-03-18,2023-04-23,2023-05-08,fulfilled
373,HYD-300,Supplier E,CA,154,4922.75,2023-03-27,2023-04-20,2023-04-22,fulfilled
374,FAX-300,Supplier D,CA,171,5510,2023-03-29,2023-04-23,2023-05-20,fulfilled
375,RAX-300,Supplier B,FL,190,7757.5,2023-03-21,2023-04-18,2023-04-24,fulfilled
376,CAB-300,Supplier E,NY,166,9845.5,2023-03-29,2023-04-26,2023-05-09,fulfilled
377,ECU-300,Supplier A,TX,170,2175,2023-03-29,2023-04-16,2023-05-01,fulfilled
378,TIR-300,Supplier B,CA,181,3878.75,2023-04-08,2023-04-22,2023-04-30,fulfilled
379,PTO-300,Supplier D,TX,194,2755,2023-03-31,2023-04-24,2023-04-27,fulfilled
380,FUE-300,Supplier E,TX,174,1687.8,2023-04-01,2023-04-17,2023-04-17,fulfilled
381,ENG-400,Supplier B,CA,129,45368,2023-03-18,2023-04-25,2023-05-06,fulfilled
382,TRN-400,Supplier B,CA,133,28355,2023-03-25,2023-04-24,2023-05-02,fulfilled
383,HYD-400,Supplier E,FL,131,8996.75,2023-03-31,2023-04-24,2023-05-20,fulfilled
384,FAX-400,Supplier A,CA,130,10600,2023-03-27,2023-04-24,2023-05-09,fulfilled
385,RAX-400,Supplier D,NY,123,12587.5,2023-03-28,2023-04-22,2023-04-24,fulfilled
386,CAB-400,Supplier C,NY,120,18364.5,2023-03-23,2023-04-23,2023-05-18,fulfilled
387,ECU-400,Supplier C,FL,134,3935.25,2023-04-05,2023-04-26,2023-05-09,fulfilled
388,TIR-400,Supplier D,NY,136,6293.75,2023-03-30,2023-04-16,2023-04-25,fulfilled
389,PTO-400,Supplier D,FL,118,5035,2023-04-01,2023-04-25,2023-05-16,fulfilled
390,FUE-400,Supplier A,CA,117,3180,2023-04-04,2023-04-23,2023-04-27,fulfilled
391,ENG-500,Supplier D,NY,162,72960,2023-03-15,2023-04-25,2023-05-02,fulfilled
392,TRN-500,Supplier B,TX,157,51360,2023-03-23,2023-04-22,2023-05-04,fulfilled
393,HYD-500,Supplier C,IL,154,16632,2023-04-04,2023-04-25,2023-05-18,fulfilled
394,FAX-500,Supplier D,CA,164,18240,2023-03-22,2023-04-16,2023-05-10,fulfilled
395,RAX-500,Supplier D,IL,169,22800,2023-03-30,2023-04-24,2023-05-11,fulfilled
396,CAB-500,Supplier E,CA,158,32592,2023-03-23,2023-04-20,2023-04-25,fulfilled
397,ECU-500,Supplier E,FL,160,6984,2023-03-24,2023-04-17,2023-04-27,fulfilled
398,TIR-500,Supplier B,NY,144,12840,2023-04-05,2023-04-19,2023-05-01,fulfilled
399,PTO-500,Supplier C,NY,151,9504,2023-04-02,2023-04-23,2023-05-17,fulfilled
400,FUE-500,Supplier A,IL,172,5760,2023-04-06,2023-04-25,2023-05-18,fulfilled
401,ENG-100,Supplier B,CA,96,4793.6,2023-04-11,2023-05-19,2023-06-05,fulfilled
402,TRN-100,Supplier C,FL,90,2772,2023-04-19,2023-05-22,2023-06-03,fulfilled
403,HYD-100,Supplier A,CA,94,980,2023-04-22,2023-05-19,2023-06-04,fulfilled
404,FAX-100,Supplier A,IL,98,1120,2023-04-26,2023-05-24,2023-06-14,fulfilled
405,RAX-100,Supplier D,CA,93,1330,2023-04-22,2023-05-17,2023-05-25,fulfilled
406,CAB-100,Supplier C,IL,97,1940.4,2023-04-23,2023-05-24,2023-06-02,fulfilled
407,ECU-100,Supplier A,IL,89,420,2023-05-02,2023-05-20,2023-06-15,fulfilled
408,TIR-100,Supplier B,FL,100,749,2023-05-09,2023-05-23,2023-06-02,fulfilled
409,PTO-100,Supplier D,NY,94,532,2023-04-23,2023-05-17,2023-05-25,fulfilled
410,FUE-100,Supplier E,NY,99,325.92,2023-05-05,2023-05-21,2023-06-12,fulfilled
411,ENG-200,Supplier A,CA,125,9280,2023-04-12,2023-05-17,2023-05-17,fulfilled
412,TRN-200,Supplier B,IL,137,6206,2023-04-23,2023-05-23,2023-06-03,fulfilled
413,HYD-200,Supplier C,FL,124,2009.7,2023-05-04,2023-05-25,2023-06-04,fulfilled
414,FAX-200,Supplier A,IL,119,2320,2023-04-27,2023-05-25,2023-06-21,fulfilled
415,RAX-200,Supplier D,NY,124,2755,2023-04-25,2023-05-20,2023-06-12,fulfilled
416,CAB-200,Supplier C,CA,131,4019.4,2023-04-24,2023-05-25,2023-06-02,fulfilled
417,ECU-200,Supplier C,TX,126,861.3,2023-04-30,2023-05-21,2023-06-19,fulfilled
418,TIR-200,Supplier D,IL,125,1377.5,2023-05-05,2023-05-22,2023-06-05,fulfilled
419,PTO-200,Supplier C,IL,140,1148.4,2023-04-26,2023-05-17,2023-06-01,fulfilled
420,FUE-200,Supplier E,NY,135,675.12,2023-05-07,2023-05-23,2023-05-30,fulfilled
421,ENG-300,Supplier D,NY,114,22040,2023-04-11,2023-05-22,2023-06-18,fulfilled
422,TRN-300,Supplier B,NY,105,15515,2023-04-21,2023-05-21,2023-06-01,fulfilled
423,HYD-300,Supplier C,FL,104,5024.25,2023-04-28,2023-05-19,2023-06-17,fulfilled
424,FAX-300,Supplier A,IL,111,5800,2023-04-23,2023-05-21,2023-06-19,fulfilled
425,RAX-300,Supplier B,IL,107,7757.5,2023-04-26,2023-05-24,2023-05-27,fulfilled
426,CAB-300,Supplier E,CA,112,9845.5,2023-04-22,2023-05-20,2023-05-24,fulfilled
427,ECU-300,Supplier A,TX,96,2175,2023-04-29,2023-05-17,2023-05-30,fulfilled
428,TIR-300,Supplier B,CA,114,3878.75,2023-05-04,2023-05-18,2023-06-03,fulfilled
429,PTO-300,Supplier C,CA,120,2871,2023-04-30,2023-05-21,2023-05-29,fulfilled
430,FUE-300,Supplier E,FL,115,1687.8,2023-05-03,2023-05-19,2023-06-01,fulfilled
431,ENG-400,Supplier B,FL,83,45368,2023-04-12,2023-05-20,2023-05-28,fulfilled
432,TRN-400,Supplier E,IL,92,25705,2023-04-14,2023-05-20,2023-06-17,fulfilled
433,HYD-400,Supplier C,FL,92,9182.25,2023-05-04,2023-05-25,2023-06-09,fulfilled
434,FAX-400,Supplier D,IL,93,10070,2023-04-22,2023-05-17,2023-05-27,fulfilled
435,RAX-400,Supplier B,FL,88,14177.5,2023-04-29,2023-05-27,2023-05-31,fulfilled
436,CAB-400,Supplier E,TX,88,17993.5,2023-04-29,2023-05-27,2023-06-09,fulfilled
437,ECU-400,Supplier A,NY,94,3975,2023-05-03,2023-05-21,2023-06-06,fulfilled
438,TIR-400,Supplier B,FL,91,7088.75,2023-05-06,2023-05-20,2023-05-24,fulfilled
439,PTO-400,Supplier D,FL,93,5035,2023-04-28,2023-05-22,2023-06-18,fulfilled
440,FUE-400,Supplier B,CA,88,3402.6,2023-04-30,2023-05-22,2023-05-26,fulfilled
441,ENG-500,Supplier A,CA,87,76800,2023-04-21,2023-05-26,2023-05-26,fulfilled
442,TRN-500,Supplier B,CA,76,51360,2023-04-20,2023-05-20,2023-06-05,fulfilled
443,HYD-500,Supplier A,TX,94,16800,2023-04-24,2023-05-21,2023-06-11,fulfilled
444,FAX-500,Supplier A,CA,88,19200,2023-04-26,2023-05-24,2023-05-26,fulfilled
445,RAX-500,Supplier D,TX,96,22800,2023-05-01,2023-05-26,2023-06-23,fulfilled
446,CAB-500,Supplier E,NY,75,32592,2023-04-28,2023-05-26,2023-06-09,fulfilled
447,ECU-500,Supplier A,CA,90,7200,2023-05-05,2023-05-23,2023-06-04,fulfilled
448,TIR-500,Supplier B,TX,88,12840,2023-05-12,2023-05-26,2023-06-08,fulfilled
449,PTO-500,Supplier D,IL,89,9120,2023-04-25,2023-05-19,2023-05-30,fulfilled
450,FUE-500,Supplier A,NY,81,5760,2023-05-03,2023-05-22,2023-06-20,fulfilled
451,ENG-100,Supplier B,IL,87,4793.6,2023-05-16,2023-06-23,2023-07-07,fulfilled
452,TRN-100,Supplier B,NY,83,2996,2023-05-24,2023-06-23,2023-07-01,fulfilled
453,HYD-100,Supplier C,NY,92,970.2,2023-06-01,2023-06-22,2023-07-21,fulfilled
454,FAX-100,Supplier A,TX,97,1120,2023-05-23,2023-06-20,2023-07-17,fulfilled
455,RAX-100,Supplier B,FL,94,1498,2023-05-24,2023-06-21,2023-07-02,fulfilled
456,CAB-100,Supplier E,CA,95,1901.2,2023-05-19,2023-06-16,2023-07-15,fulfilled
457,ECU-100,Supplier A,CA,93,420,2023-05-30,2023-06-17,2023-07-08,fulfilled
458,TIR-100,Supplier D,CA,97,665,2023-06-04,2023-06-21,2023-06-28,fulfilled
459,PTO-100,Supplier D,NY,93,532,2023-05-29,2023-06-22,2023-07-04,fulfilled
460,FUE-100,Supplier A,IL,88,336,2023-05-30,2023-06-18,2023-07-15,fulfilled
461,ENG-200,Supplier A,NY,79,9280,2023-05-17,2023-06-21,2023-07-11,fulfilled
462,TRN-200,Supplier C,FL,84,5742,2023-05-22,2023-06-24,2023-07-03,fulfilled
463,HYD-200,Supplier A,IL,80,2030,2023-05-25,2023-06-21,2023-06-21,fulfilled
464,FAX-200,Supplier D,NY,81,2204,2023-06-01,2023-06-26,2023-07-03,fulfilled
465,RAX-200,Supplier B,FL,88,3103,2023-05-19,2023-06-16,2023-06-20,fulfilled
466,CAB-200,Supplier C,TX,75,4019.4,2023-05-17,2023-06-17,2023-07-05,fulfilled
467,ECU-200,Supplier C,IL,77,861.3,2023-05-28,2023-06-18,2023-06-21,fulfilled
468,TIR-200,Supplier B,IL,76,1551.5,2023-06-12,2023-06-26,2023-07-09,fulfilled
469,PTO-200,Supplier D,NY,73,1102,2023-05-30,2023-06-23,2023-07-20,fulfilled
470,FUE-200,Supplier E,FL,78,675.12,2023-06-08,2023-06-24,2023-07-03,fulfilled
471,ENG-300,Supplier A,CA,75,23200,2023-05-16,2023-06-20,2023-06-27,fulfilled
472,TRN-300,Supplier B,IL,70,15515,2023-05-26,2023-06-25,2023-07-06,fulfilled
473,HYD-300,Supplier A,FL,78,5075,2023-05-23,2023-06-19,2023-07-05,fulfilled
474,FAX-300,Supplier D,IL,74,5510,2023-05-25,2023-06-19,2023-06-23,fulfilled
475,RAX-300,Supplier B,IL,74,7757.5,2023-05-29,2023-06-26,2023-07-01,fulfilled
476,CAB-300,Supplier E,CA,67,9845.5,2023-05-26,2023-06-23,2023-07-21,fulfilled
477,ECU-300,Supplier A,FL,66,2175,2023-05-30,2023-06-17,2023-07-08,fulfilled
478,TIR-300,Supplier D,IL,72,3443.75,2023-06-02,2023-06-19,2023-07-01,fulfilled
479,PTO-300,Supplier C,IL,78,2871,2023-05-30,2023-06-20,2023-06-20,fulfilled
480,FUE-300,Supplier A,TX,78,1740,2023-05-31,2023-06-19,2023-07-04,fulfilled
481,ENG-400,Supplier B,CA,99,45368,2023-05-16,2023-06-23,2023-07-09,fulfilled
482,TRN-400,Supplier C,IL,89,26235,2023-05-21,2023-06-23,2023-07-08,fulfilled
483,HYD-400,Supplier E,TX,98,8996.75,2023-05-31,2023-06-24,2023-07-10,fulfilled
484,FAX-400,Supplier D,FL,104,10070,2023-05-31,2023-06-25,2023-06-28,fulfilled
485,RAX-400,Supplier D,NY,102,12587.5,2023-05-24,2023-06-18,2023-06-27,fulfilled
486,CAB-400,Supplier E,TX,105,17993.5,2023-05-29,2023-06-26,2023-07-09,fulfilled
487,ECU-400,Supplier A,FL,94,3975,2023-06-03,2023-06-21,2023-07-07,fulfilled
488,TIR-400,Supplier D,IL,103,6293.75,2023-06-07,2023-06-24,2023-07-01,fulfilled
489,PTO-400,Supplier C,FL,101,5247,2023-06-05,2023-06-26,2023-07-05,fulfilled
490,FUE-400,Supplier E,FL,111,3084.6,2023-06-06,2023-06-22,2023-07-10,fulfilled
491,ENG-500,Supplier D,CA,97,72960,2023-05-11,2023-06-21,2023-07-13,fulfilled
492,TRN-500,Supplier B,FL,101,51360,2023-05-23,2023-06-22,2023-06-30,fulfilled
493,HYD-500,Supplier C,TX,104,16632,2023-05-28,2023-06-18,2023-07-06,fulfilled
494,FAX-500,Supplier D,IL,109,18240,2023-05-24,2023-06-18,2023-06-29,fulfilled
495,RAX-500,Supplier B,NY,103,25680,2023-05-27,2023-06-24,2023-07-05,fulfilled
496,CAB-500,Supplier C,IL,104,33264,2023-05-20,2023-06-20,2023-07-05,fulfilled
497,ECU-500,Supplier A,FL,103,7200,2023-06-05,2023-06-23,2023-07-08,fulfilled
498,TIR-500,Supplier D,CA,101,11400,2023-06-07,2023-06-24,2023-07-18,fulfilled
499,PTO-500,Supplier C,IL,105,9504,2023-05-27,2023-06-17,2023-07-07,fulfilled
500,FUE-500,Supplier A,TX,102,5760,2023-05-30,2023-06-18,2023-07-13,fulfilled
501,ENG-100,Supplier D,NY,140,4256,2023-06-08,2023-07-19,2023-08-02,fulfilled
502,TRN-100,Supplier B,TX,165,2996,2023-06-23,2023-07-23,2023-07-31,fulfilled
503,HYD-100,Supplier C,TX,142,970.2,2023-06-30,2023-07-21,2023-08-18,fulfilled
504,FAX-100,Supplier A,NY,140,1120,2023-06-29,2023-07-27,2023-08-07,fulfilled
505,RAX-100,Supplier B,FL,137,1498,2023-06-20,2023-07-18,2023-07-25,fulfilled
506,CAB-100,Supplier E,CA,141,1901.2,2023-06-29,2023-07-27,2023-08-15,fulfilled
507,ECU-100,Supplier C,TX,141,415.8,2023-06-29,2023-07-20,2023-08-16,fulfilled
508,TIR-100,Supplier D,FL,146,665,2023-07-05,2023-07-22,2023-08-18,fulfilled
509,PTO-100,Supplier C,TX,138,554.4,2023-06-28,2023-07-19,2023-08-06,fulfilled
510,FUE-100,Supplier E,TX,141,325.92,2023-07-07,2023-07-23,2023-08-14,fulfilled
511,ENG-200,Supplier A,IL,72,9280,2023-06-15,2023-07-20,2023-08-01,fulfilled
512,TRN-200,Supplier E,NY,68,5626,2023-06-11,2023-07-17,2023-08-03,fulfilled
513,HYD-200,Supplier C,TX,74,2009.7,2023-06-29,2023-07-20,2023-08-06,fulfilled
514,FAX-200,Supplier D,CA,77,2204,2023-06-28,2023-07-23,2023-08-16,fulfilled
515,RAX-200,Supplier D,TX,75,2755,2023-06-24,2023-07-19,2023-08-05,fulfilled
516,CAB-200,Supplier C,CA,72,4019.4,2023-06-24,2023-07-25,2023-08-03,fulfilled
517,ECU-200,Supplier C,TX,73,861.3,2023-07-04,2023-07-25,2023-08-21,fulfilled
518,TIR-200,Supplier B,CA,70,1551.5,2023-07-10,2023-07-24,2023-08-09,fulfilled
519,PTO-200,Supplier C,IL,83,1148.4,2023-07-02,2023-07-23,2023-08-14,fulfilled
520,FUE-200,Supplier E,IL,77,675.12,2023-07-10,2023-07-26,2023-08-11,fulfilled
521,ENG-300,Supplier B,CA,77,24824,2023-06-10,2023-07-18,2023-07-22,fulfilled
522,TRN-300,Supplier C,IL,84,14355,2023-06-23,2023-07-26,2023-08-14,fulfilled
523,HYD-300,Supplier E,CA,83,4922.75,2023-07-03,2023-07-27,2023-08-02,fulfilled
524,FAX-300,Supplier A,CA,84,5800,2023-06-23,2023-07-21,2023-08-13,fulfilled
525,RAX-300,Supplier D,FL,76,6887.5,2023-06-24,2023-07-19,2023-07-25,fulfilled
526,CAB-300,Supplier E,CA,87,9845.5,2023-06-27,2023-07-25,2023-08-09,fulfilled
527,ECU-300,Supplier E,TX,87,2109.75,2023-06-26,2023-07-20,2023-07-25,fulfilled
528,TIR-300,Supplier B,FL,84,3878.75,2023-07-04,2023-07-18,2023-07-25,fulfilled
529,PTO-300,Supplier C,TX,78,2871,2023-06-29,2023-07-20,2023-08-10,fulfilled
530,FUE-300,Supplier A,CA,85,1740,2023-06-29,2023-07-18,2023-08-10,fulfilled
531,ENG-400,Supplier B,NY,101,45368,2023-06-09,2023-07-17,2023-07-18,fulfilled
532,TRN-400,Supplier B,IL,98,28355,2023-06-26,2023-07-26,2023-08-02,fulfilled
533,HYD-400,Supplier C,TX,91,9182.25,2023-07-04,2023-07-25,2023-08-04,fulfilled
534,FAX-400,Supplier A,CA,110,10600,2023-06-22,2023-07-20,2023-08-10,fulfilled
535,RAX-400,Supplier B,IL,103,14177.5,2023-06-29,2023-07-27,2023-08-09,fulfilled
536,CAB-400,Supplier E,NY,105,17993.5,2023-06-19,2023-07-17,2023-08-04,fulfilled
537,ECU-400,Supplier A,CA,103,3975,2023-06-29,2023-07-17,2023-07-29,fulfilled
538,TIR-400,Supplier B,NY,100,7088.75,2023-07-05,2023-07-19,2023-08-05,fulfilled
539,PTO-400,Supplier D,CA,99,5035,2023-07-01,2023-07-25,2023-08-21,fulfilled
540,FUE-400,Supplier E,TX,106,3084.6,2023-07-04,2023-07-20,2023-08-15,fulfilled
541,ENG-500,Supplier B,TX,125,82176,2023-06-19,2023-07-27,2023-08-01,fulfilled
542,TRN-500,Supplier E,FL,114,46560,2023-06-21,2023-07-27,2023-07-30,fulfilled
543,HYD-500,Supplier A,IL,141,16800,2023-06-20,2023-07-17,2023-08-12,fulfilled
544,FAX-500,Supplier D,FL,139,18240,2023-06-25,2023-07-20,2023-08-10,fulfilled
545,RAX-500,Supplier D,FL,144,22800,2023-06-30,2023-07-25,2023-07-29,fulfilled
546,CAB-500,Supplier E,TX,134,32592,2023-06-29,2023-07-27,2023-08-24,fulfilled
547,ECU-500,Supplier A,CA,140,7200,2023-07-07,2023-07-25,2023-07-25,fulfilled
548,TIR-500,Supplier D,CA,131,11400,2023-07-07,2023-07-24,2023-08-20,fulfilled
549,PTO-500,Supplier C,CA,133,9504,2023-07-06,2023-07-27,2023-08-09,fulfilled
550,FUE-500,Supplier A,TX,120,5760,2023-07-03,2023-07-22,2023-08-20,fulfilled
551,ENG-100,Supplier A,NY,99,4480,2023-07-21,2023-08-25,2023-09-20,fulfilled
552,TRN-100,Supplier B,NY,107,2996,2023-07-22,2023-08-21,2023-08-25,fulfilled
553,HYD-100,Supplier C,CA,99,970.2,2023-08-04,2023-08-25,2023-09-20,fulfilled
554,FAX-100,Supplier A,NY,120,1120,2023-07-21,2023-08-18,2023-08-18,fulfilled
555,RAX-100,Supplier D,TX,96,1330,2023-07-30,2023-08-24,2023-09-16,fulfilled
556,CAB-100,Supplier C,CA,95,1940.4,2023-07-22,2023-08-22,2023-09-07,fulfilled
557,ECU-100,Supplier E,NY,91,407.4,2023-08-01,2023-08-25,2023-09-03,fulfilled
558,TIR-100,Supplier D,CA,111,665,2023-08-06,2023-08-23,2023-09-02,fulfilled
559,PTO-100,Supplier C,IL,98,554.4,2023-08-04,2023-08-25,2023-09-10,fulfilled
560,FUE-100,Supplier E,FL,111,325.92,2023-08-05,2023-08-21,2023-09-15,fulfilled
561,ENG-200,Supplier A,IL,94,9280,2023-07-21,2023-08-25,2023-09-05,fulfilled
